"";"PHENOTYPE";"ID";"SITE";"SECTOR";"DistanceToSea";"DATE";"YEAR";"MONTH";"JDAY";"SEX";"FORK_LENGTH";"WEIGHT";"AGE";"NUM_SCALE";"NUM_GENET";"LUPO";"MARQUES";"NUM_TAG";"DAYN"
"664";"ADULT";156420;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-10T07:09:21Z";1987;11;313;"F";NA;NA;"2.1";"19871110-87024";NA;NA;"COLO-AT-BLE-A039-LU,CRYO-CN-NNN-AG-LU,ABLA-IT-NNN-NNN-LU";NA;314
"665";"ADULT";156449;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-11T07:09:21Z";1987;11;314;"M";615;1800;"1.1+";"STPE-8701-87161";NA;NA;"COLO-AT-BLE-B089-PO";NA;315
"666";"ADULT";156448;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-11T07:09:21Z";1987;11;314;"M";646;1950;"1.1+";"STPE-8701-87160";NA;NA;"COLO-AT-BLE-B079-PO";NA;315
"667";"ADULT";156447;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-11T07:09:21Z";1987;11;314;"F";623;1950;"1.1+";"STPE-8701-87159";NA;NA;"COLO-AT-BLE-B078-PO";NA;315
"668";"ADULT";156446;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-11T07:09:21Z";1987;11;314;"M";783;3450;"2.2";"STPE-8701-87158";NA;NA;"COLO-AT-BLE-B069-PO";NA;315
"669";"ADULT";156445;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-11T07:09:21Z";1987;11;314;"M";780;3900;"2.2";"STPE-8701-87157";NA;NA;"CRYO-CN-NNN-G-LU,COLO-AT-BLE-B068-PO,CRYO-CN-NNN-<G-LU,ABLA-IT-NNN-NNN-LU";NA;315
"670";"ADULT";156444;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-11T07:09:21Z";1987;11;314;"F";762;3810;"1.2";"STPE-8701-87156";NA;NA;"COLO-AT-BLE-B067-PO";NA;315
"671";"ADULT";156443;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-11T07:09:21Z";1987;11;314;"M";702;3305;"2.1";"STPE-8701-87155";NA;NA;"COLO-AT-BLE-B059-PO,CRYO-CN-NNN-TG-LU,ABLA-IT-NNN-NNN-LU";NA;315
"672";"ADULT";182727;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"F";661;2565;"2.1";"STPE-8701-87173";NA;NA;"COLO-AT-BLE-B138-PO,CRYO-CN-NNN-CG-LU,ABLA-IT-NNN-NNN-LU";NA;318
"673";"ADULT";182720;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"F";640;2170;"2.1";"STPE-8701-87172";NA;NA;"COLO-AT-BLE-B137-PO,CRYO-CN-NNN-CG-LU,ABLA-IT-NNN-NNN-LU";NA;318
"674";"ADULT";182714;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"F";640;2495;"2.1";"STPE-8701-87171";NA;NA;"COLO-AT-BLE-B136-PO,CRYO-CN-NNN-TG-LU,ABLA-IT-NNN-NNN-LU";NA;318
"675";"ADULT";182702;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"F";660;2610;"1.1+";"STPE-8701-87170";NA;NA;"COLO-AT-BLE-B135-PO";NA;318
"676";"ADULT";182700;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"F";620;1850;"2.1";"STPE-8701-87169";NA;NA;"COLO-AT-BLE-B134-PO,CRYO-CN-NNN-CG-LU,ABLA-IT-NNN-NNN-LU";NA;318
"677";"ADULT";182694;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"F";639;2410;"2.1";"STPE-8701-87168";NA;NA;"COLO-AT-BLE-B129-PO,CRYO-CN-NNN-CG-LU,ABLA-IT-NNN-NNN-LU";NA;318
"678";"ADULT";182682;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"M";622;1855;"1.1+";"STPE-8701-87167";NA;NA;"COLO-AT-BLE-B128-PO";NA;318
"679";"ADULT";182680;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"M";698;2615;"2.1";"STPE-8701-87166";NA;NA;"COLO-AT-BLE-B127-PO,CRYO-CN-NNN-D-LU,ABLA-IT-NNN-NNN-LU";NA;318
"680";"ADULT";182673;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"M";715;3010;"2.1";"STPE-8701-87165";NA;NA;"COLO-AT-BLE-B126-PO,CRYO-CN-NNN-CG-LU,ABLA-IT-NNN-NNN-LU";NA;318
"681";"ADULT";182663;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"M";685;2675;"2.1";"STPE-8701-87164";NA;NA;"COLO-AT-BLE-B125-PO";NA;318
"682";"ADULT";182658;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"F";612;1960;"2.1";"STPE-8701-87163";NA;NA;"COLO-AT-BLE-B124-PO,CRYO-CN-NNN-AG-LU,ABLA-IT-NNN-NNN-LU";NA;318
"683";"ADULT";182648;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-14T08:00:00Z";1987;11;317;"F";673;2670;"1.1+";"STPE-8701-87162";NA;NA;"COLO-AT-BLE-B123-PO";NA;318
"684";"ADULT";182751;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-22T08:00:00Z";1987;11;325;"F";640;2085;"1.1+";"STPE-8701-87178";NA;NA;"COLO-AT-BLE-B148-PO";NA;326
"685";"ADULT";182747;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-22T08:00:00Z";1987;11;325;"F";643;2300;"1.1+";"STPE-8701-87177";NA;NA;"COLO-AT-BLE-B147-PO";NA;326
"686";"ADULT";182742;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-22T08:00:00Z";1987;11;325;"F";595;1875;"1.1+";"STPE-8701-87176";NA;NA;"COLO-AT-BLE-B146-PO";NA;326
"687";"ADULT";156472;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-24T07:09:21Z";1987;11;327;"F";617;2000;"2.1";"STPE-8701-87179";NA;NA;"COLO-AT-BLE-B149-PO,CRYO-CN-NNN-TG-LU,ABLA-IT-NNN-NNN-LU";NA;328
"688";"ADULT";181776;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-26T08:00:00Z";1987;11;329;"F";NA;NA;"2.1";NA;NA;NA;"COLO-AT-BLE-A289-LU";NA;330
"689";"ADULT";156482;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-30T07:09:21Z";1987;11;333;"F";682;2770;"1.1+";"STPE-8701-87184";NA;NA;"COLO-AT-BLE-B167-PO";NA;334
"690";"ADULT";156481;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-30T07:09:21Z";1987;11;333;"F";800;4935;"2.2";"STPE-8701-87183";NA;NA;"COLO-AT-BLE-B159-PO,ABLA-IT-NNN-NNN-LU";NA;334
"691";"ADULT";156480;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-11-30T07:09:21Z";1987;11;333;"M";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A268-LU";NA;334
"692";"ADULT";156485;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-12-01T07:09:21Z";1987;12;334;"F";623;2185;"1.1+";"STPE-8701-87185";NA;NA;"COLO-AT-BLE-B168-PO";NA;335
"693";"ADULT";156488;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-12-05T07:09:21Z";1987;12;338;"F";743;3860;"2.2";"STPE-8701-87187";NA;NA;"COLO-AT-BLE-B178-PO,ABLA-IT-NNN-NNN-LU";NA;339
"694";"ADULT";156489;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-12-07T07:09:21Z";1987;12;340;"F";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A267-LU";NA;341
"695";"ADULT";182799;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-12-12T08:00:00Z";1987;12;345;"F";675;2555;"2.1";NA;NA;NA;"COLO-AT-BLE-B179-PO,CRYO-CN-NNN-CG-LU,ABLA-IT-NNN-NNN-LU";NA;346
"696";"ADULT";183258;"NIVELLE";"BARRAGE_UXONDOA";12550;"1987-12-13T08:00:00Z";1987;12;346;"F";784;5145;"1.2";"STPE-8701-87189";NA;NA;"";NA;347
"697";"ADULT";179694;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-05-08T07:00:00Z";1988;5;128;"F";821;5210;"1.2";"STPE-8801-88001";NA;NA;"COLO-AT-BLE-A012-PO";NA;129
"698";"ADULT";179723;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-05-13T07:00:00Z";1988;5;133;"F";861;6370;"2.2";"STPE-8801-88002";NA;NA;"COLO-AT-BLE-A013-PO";NA;134
"699";"ADULT";156497;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-05T06:09:21Z";1988;6;156;"F";681;3040;"2.1";"STPE-8801-88006";NA;NA;"COLO-AT-BLE-A014-PO";NA;157
"700";"ADULT";156498;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-06T06:09:21Z";1988;6;157;"F";818;4825;"2.2";"STPE-8801-88007";NA;NA;"COLO-AT-BLE-A015-PO";NA;158
"701";"ADULT";156499;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-14T06:09:21Z";1988;6;165;"F";745;4220;"1.2";"STPE-8801-88008";NA;NA;"COLO-AT-BLE-A016-PO";NA;166
"702";"ADULT";156500;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-20T06:09:21Z";1988;6;171;"M";641;2780;"1.1+";"STPE-8801-88009";NA;NA;"COLO-AT-BLE-A017-PO";NA;172
"703";"ADULT";156502;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-21T06:09:21Z";1988;6;172;"F";630;2590;"1.1+";"STPE-8801-88011";NA;NA;"COLO-AT-BLE-A019-PO";NA;173
"704";"ADULT";156501;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-21T06:09:21Z";1988;6;172;"M";613;2465;"1.1+";"STPE-8801-88010";NA;NA;"COLO-AT-BLE-A018-PO";NA;173
"705";"ADULT";180017;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-22T07:00:00Z";1988;6;173;"M";645;2435;"1.1+";"STPE-8801-88015";NA;NA;"COLO-AT-BLE-A026-PO";NA;174
"706";"ADULT";179990;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-22T07:00:00Z";1988;6;173;"F";746;3830;"1.2";"STPE-8801-88014";NA;NA;"COLO-AT-BLE-A025-PO";NA;174
"707";"ADULT";179968;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-22T07:00:00Z";1988;6;173;"F";817;5545;"1.2";"STPE-8801-88013";NA;NA;"COLO-AT-BLE-A024-PO";NA;174
"708";"ADULT";179941;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-22T07:00:00Z";1988;6;173;"F";654;2655;"1.1+";"STPE-8801-88012";NA;NA;"COLO-AT-BLE-A023-PO";NA;174
"709";"ADULT";156508;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-24T06:09:21Z";1988;6;175;"F";630;2560;"1.1+";"STPE-8801-88017";NA;NA;"COLO-AT-BLE-A028-PO";NA;176
"710";"ADULT";156507;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-24T06:09:21Z";1988;6;175;"M";638;2780;"1.1+";"STPE-8801-88016";NA;NA;"COLO-AT-BLE-A027-PO";NA;176
"711";"ADULT";156510;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-29T06:09:21Z";1988;6;180;"F";652;2765;"1.1+";"STPE-8801-88019";NA;NA;"COLO-AT-BLE-A029-PO";NA;181
"712";"ADULT";156511;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-06-30T06:09:21Z";1988;6;181;"M";607;2095;"1.1+";"STPE-8801-88021";NA;NA;"COLO-AT-BLE-A035-PO";NA;182
"713";"ADULT";180223;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-01T07:00:00Z";1988;7;182;"F";688;3185;"1.1+";"STPE-8801-88023";NA;NA;"COLO-AT-BLE-A037-PO";NA;183
"714";"ADULT";180199;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-01T07:00:00Z";1988;7;182;"F";668;3320;"1.1+";"STPE-8801-88022";NA;NA;"COLO-AT-BLE-A036-PO";NA;183
"715";"ADULT";156514;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-04T06:09:21Z";1988;7;185;"F";647;2655;"1.1+";"STPE-8801-88024";NA;NA;"COLO-AT-BLE-A038-PO";NA;186
"716";"ADULT";180278;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-07T07:00:00Z";1988;7;188;"M";700;3445;"1.1+";"STPE-8801-88025";NA;NA;"COLO-AT-BLE-A039-PO";NA;189
"717";"ADULT";180334;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-13T07:00:00Z";1988;7;194;"M";615;2165;"1.1+";"STPE-8801-88027";NA;NA;"COLO-AT-BLE-A046-PO";NA;195
"718";"ADULT";180306;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-13T07:00:00Z";1988;7;194;"F";681;3345;"1.1+";"STPE-8801-88026";NA;NA;"COLO-AT-BLE-A045-PO";NA;195
"719";"ADULT";180387;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-19T07:00:00Z";1988;7;200;"M";665;2805;"1.1+";"STPE-8801-88029";NA;NA;"COLO-AT-BLE-A048-PO";NA;201
"720";"ADULT";180365;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-19T07:00:00Z";1988;7;200;"M";715;3620;"1.1+";"STPE-8801-88028";NA;NA;"COLO-AT-BLE-A047-PO";NA;201
"721";"ADULT";180446;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-20T07:00:00Z";1988;7;201;"M";607;2170;"1.1+";"STPE-8801-88031";NA;NA;"COLO-AT-BLE-A056-PO";NA;202
"722";"ADULT";180420;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-20T07:00:00Z";1988;7;201;"M";658;2785;"1.1+";"STPE-8801-88030";NA;NA;"COLO-AT-BLE-A049-PO";NA;202
"723";"ADULT";180476;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-21T07:00:00Z";1988;7;202;"M";700;3640;"1.1+";"STPE-8801-88032";NA;NA;"COLO-AT-BLE-A057-PO";NA;203
"724";"ADULT";180505;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-25T07:00:00Z";1988;7;206;"M";690;3395;"1.1+";"STPE-8801-88033";NA;NA;"COLO-AT-BLE-A058-PO";NA;207
"725";"ADULT";180552;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-28T07:00:00Z";1988;7;209;"M";565;1475;"1.1+";"STPE-8801-88035";NA;NA;"COLO-AT-BLE-A067-PO";NA;210
"726";"ADULT";180528;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-28T07:00:00Z";1988;7;209;"F";667;3155;"1.1+";"STPE-8801-88034";NA;NA;"COLO-AT-BLE-A059-PO";NA;210
"727";"ADULT";180611;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-30T07:00:00Z";1988;7;211;"F";681;2980;"1.1+";"STPE-8801-88037";NA;NA;"COLO-AT-BLE-A069-PO";NA;212
"728";"ADULT";180586;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-07-30T07:00:00Z";1988;7;211;"M";630;2080;"1.1+";"STPE-8801-88036";NA;NA;"COLO-AT-BLE-A068-PO";NA;212
"729";"ADULT";156529;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-08-03T06:09:21Z";1988;8;215;"M";715;4235;"1.1+";"STPE-8801-88038";NA;NA;"COLO-AT-BLE-A078-PO";NA;216
"730";"ADULT";180758;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-08-22T07:00:00Z";1988;8;234;"M";668;2670;"1.1+";"STPE-8801-88042";NA;NA;"COLO-AT-BLE-A124-PO";NA;235
"731";"ADULT";180731;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-08-22T07:00:00Z";1988;8;234;"M";694;3265;"1.1+";"STPE-8801-88041";NA;NA;"COLO-AT-BLE-A123-PO";NA;235
"732";"ADULT";180697;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-08-22T07:00:00Z";1988;8;234;"F";652;2705;"1.1+";"STPE-8801-88040";NA;NA;"COLO-AT-BLE-A089-PO";NA;235
"733";"ADULT";180668;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-08-22T07:00:00Z";1988;8;234;"F";681;3045;"1.1+";"STPE-8801-88039";NA;NA;"COLO-AT-BLE-A079-PO";NA;235
"734";"ADULT";156535;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-09-04T06:09:21Z";1988;9;247;"F";621;2480;"2.1";"STPE-8801-88044";NA;NA;"COLO-AT-BLE-A126-PO";NA;248
"735";"ADULT";156534;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-09-04T06:09:21Z";1988;9;247;"F";631;2070;"2.1";"STPE-8801-88043";NA;NA;"COLO-AT-BLE-A125-PO";NA;248
"736";"ADULT";180830;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-09-14T07:00:00Z";1988;9;257;"M";700;2790;"1.1+";"STPE-8801-88045";NA;NA;"COLO-AT-BLE-A127-PO";NA;258
"737";"ADULT";180851;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-09-15T07:00:00Z";1988;9;258;"M";605;2010;"1.1+";"STPE-8801-88046";NA;NA;"COLO-AT-BLE-A128-PO";NA;259
"738";"ADULT";180872;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-09-16T07:00:00Z";1988;9;259;"F";775;4075;"1.2";"STPE-8801-88047";NA;NA;"COLO-AT-BLE-A129-PO";NA;260
"739";"ADULT";180923;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-09-18T07:00:00Z";1988;9;261;"F";650;2470;"2.1";"STPE-8801-88049";NA;NA;"COLO-AT-BLE-A135-PO";NA;262
"740";"ADULT";180900;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-09-18T07:00:00Z";1988;9;261;"F";710;2845;"2.2";"STPE-8801-88048";NA;NA;"COLO-AT-BLE-A134-PO";NA;262
"741";"ADULT";181029;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-10-09T08:00:00Z";1988;10;282;"F";649;2790;"1.1+";"STPE-8801-88053";NA;NA;"COLO-AT-BLE-A139-PO";NA;283
"742";"ADULT";181000;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-10-09T08:00:00Z";1988;10;282;"F";653;2805;"1.1+";"STPE-8801-88052";NA;NA;"COLO-AT-BLE-A138-PO";NA;283
"743";"ADULT";180973;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-10-09T08:00:00Z";1988;10;282;"M";571;1635;"1.1+";"STPE-8801-88051";NA;NA;"COLO-AT-BLE-A137-PO";NA;283
"744";"ADULT";180946;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-10-09T08:00:00Z";1988;10;282;"M";703;2965;"1.1+";"STPE-8801-88050";NA;NA;"COLO-AT-BLE-A136-PO";NA;283
"745";"ADULT";156545;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-10-17T07:09:21Z";1988;10;290;"F";680;2760;"1.1+";"STPE-8801-88054";NA;NA;"COLO-AT-BLE-A145-PO";NA;291
"746";"ADULT";181076;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-10-30T08:00:00Z";1988;10;303;"F";640;2475;"2.1";"STPE-8801-88055";NA;NA;"COLO-AT-BLE-A146-PO";NA;304
"747";"ADULT";181101;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-11-09T08:00:00Z";1988;11;313;"F";678;2920;"1.1+";"STPE-8801-88057";NA;NA;"COLO-AT-BLE-A147-PO";NA;314
"748";"ADULT";181130;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-11-10T08:00:00Z";1988;11;314;"F";665;2910;"1.1+";"STPE-8801-88058";NA;NA;"COLO-AT-BLE-A148-PO";NA;315
"749";"ADULT";181168;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-11-21T08:00:00Z";1988;11;325;"F";619;2200;"1.1+";"STPE-8801-88060";NA;NA;"COLO-AT-BLE-A156-PO";NA;326
"750";"ADULT";181148;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-11-21T08:00:00Z";1988;11;325;"F";816;4875;"2.2";"STPE-8801-88059";NA;NA;"COLO-AT-BLE-A149-PO";NA;326
"751";"ADULT";156555;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-11-22T07:09:21Z";1988;11;326;"F";618;2140;"2.1";"STPE-8801-88064";NA;NA;"COLO-AT-BLE-A167-PO";NA;327
"752";"ADULT";156554;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-11-22T07:09:21Z";1988;11;326;"F";580;2115;"2.1";"STPE-8801-88063";NA;NA;"COLO-AT-BLE-A159-PO";NA;327
"753";"ADULT";156553;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-11-22T07:09:21Z";1988;11;326;"M";715;3020;"1.1+";"STPE-8801-88062";NA;NA;"COLO-AT-BLE-A158-PO";NA;327
"754";"ADULT";156552;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-11-22T07:09:21Z";1988;11;326;"M";694;2480;"2.1";"STPE-8801-88061";NA;NA;"COLO-AT-BLE-A157-PO";NA;327
"755";"ADULT";181354;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-01T08:00:00Z";1988;12;335;"M";640;1990;"2.1";"STPE-8801-88068";NA;NA;"COLO-AT-BLE-A179-PO";NA;336
"756";"ADULT";181332;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-01T08:00:00Z";1988;12;335;"M";650;2225;"1.1+";"STPE-8801-88067";NA;NA;"COLO-AT-BLE-A178-PO";NA;336
"757";"ADULT";181312;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-01T08:00:00Z";1988;12;335;"F";650;2535;"2.1";"STPE-8801-88066";NA;NA;"COLO-AT-BLE-A169-PO";NA;336
"758";"ADULT";181288;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-01T08:00:00Z";1988;12;335;"M";740;3350;"1.1+";"STPE-8801-88065";NA;NA;"COLO-AT-BLE-A168-PO";NA;336
"759";"ADULT";156577;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";652;2610;"2.1";"STPE-8801-88085";NA;NA;"COLO-AT-BLE-A267-PO";NA;337
"760";"ADULT";156576;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"M";660;2685;"1.1+";"STPE-8801-88084";NA;NA;"COLO-AT-BLE-A259-PO";NA;337
"761";"ADULT";156575;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"M";779;3710;"1.2";"STPE-8801-88083";NA;NA;"COLO-AT-BLE-A258-PO";NA;337
"762";"ADULT";156574;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";690;3525;"2.1";"STPE-8801-88082";NA;NA;"COLO-AT-BLE-A257-PO";NA;337
"763";"ADULT";156573;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"M";737;3445;"2.1";"STPE-8801-88081";NA;NA;"COLO-AT-BLE-A256-PO";NA;337
"764";"ADULT";156572;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"M";695;2530;"1.1+";"STPE-8801-88080";NA;NA;"COLO-AT-BLE-A249-PO";NA;337
"765";"ADULT";156571;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";665;2835;"2.1";"STPE-8801-88079";NA;NA;"COLO-AT-BLE-A248-PO";NA;337
"766";"ADULT";156570;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"M";565;1495;"1.1+";"STPE-8801-88078";NA;NA;"COLO-AT-BLE-A247-PO";NA;337
"767";"ADULT";156569;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";825;5085;"2.2";"STPE-8801-88077";NA;NA;"COLO-AT-BLE-A246-PO";NA;337
"768";"ADULT";156568;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"M";560;1405;"2.1";"STPE-8801-88076";NA;NA;"COLO-AT-BLE-A245-PO";NA;337
"769";"ADULT";156567;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";805;4470;"1.2";"STPE-8801-88075";NA;NA;"COLO-AT-BLE-A239-PO";NA;337
"770";"ADULT";156566;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"M";634;1945;"1.1+";"STPE-8801-88074";NA;NA;"COLO-AT-BLE-A238-PO";NA;337
"771";"ADULT";156565;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";720;3375;"2.2";"STPE-8801-88073";NA;NA;"COLO-AT-BLE-A237-PO";NA;337
"772";"ADULT";156564;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";691;3355;"2.1";"STPE-8801-88072";NA;NA;"COLO-AT-BLE-A236-PO";NA;337
"773";"ADULT";156563;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";675;2935;"1.1+";"STPE-8801-88071";NA;NA;"COLO-AT-BLE-A235-PO";NA;337
"774";"ADULT";156562;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";760;4125;"1.2";"STPE-8801-88070";NA;NA;"COLO-AT-BLE-A234-PO";NA;337
"775";"ADULT";156561;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";745;3700;"1.2";"STPE-8801-88069";NA;NA;"COLO-AT-BLE-A189-PO";NA;337
"776";"ADULT";156560;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-02T07:09:21Z";1988;12;336;"F";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A079-LU";NA;337
"777";"ADULT";156599;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-03T07:09:21Z";1988;12;337;"F";767;3960;"2.2";"STPE-8801-88095";NA;NA;"COLO-AT-BLE-A349-PO";NA;338
"778";"ADULT";156601;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-04T07:09:21Z";1988;12;338;"M";815;4265;"2.2";"STPE-8801-88097";NA;NA;"COLO-AT-BLE-A357-PO";NA;339
"779";"ADULT";156600;"NIVELLE";"BARRAGE_UXONDOA";12550;"1988-12-04T07:09:21Z";1988;12;338;"M";753;3595;"1.1+";"STPE-8801-88096";NA;NA;"COLO-AT-BLE-A356-PO";NA;339
