"";"PHENOTYPE";"ID";"SITE";"SECTOR";"DistanceToSea";"DATE";"YEAR";"MONTH";"JDAY";"SEX";"FORK_LENGTH";"WEIGHT";"AGE";"NUM_SCALE";"NUM_GENET";"LUPO";"MARQUES";"NUM_TAG";"DAYN"
"3098";"ADULT";180456;"NIVELLE";"BARRAGE_OLHA";17850;"1998-12-03T08:00:00Z";1998;12;336;"M";NA;NA;"1.1+";NA;NA;"LU";"COLO-AT-BLE-A057-LU,PITS-AN-NNN-TAG_012509B2-LU";"012509B2";337
"3099";"ADULT";180563;"NIVELLE";"BARRAGE_OLHA";17850;"1998-12-04T08:00:00Z";1998;12;337;"M";NA;NA;"1.1+";NA;NA;"LU";"COLO-AT-BLE-A068-LU,PITS-AN-NNN-TAG_0015FCFF-LU";"0015FCFF";338
"3100";"ADULT";183479;"NIVELLE";"BARRAGE_OLHA";17850;"1998-12-07T08:00:00Z";1998;12;340;"F";615;NA;".1+";"STPE-9801-98155";NA;NA;"";NA;341
"3101";"ADULT";182540;"NIVELLE";"BARRAGE_OLHA";17850;"1998-12-07T08:00:00Z";1998;12;340;"M";NA;NA;"2.1";NA;NA;NA;"COLO-AT-BLE-B039-LU";NA;341
"3102";"ADULT";180650;"NIVELLE";"BARRAGE_OLHA";17850;"1998-12-11T08:00:00Z";1998;12;344;"M";NA;NA;"1.1+";NA;NA;"LU";"COLO-AT-BLE-A079-LU,PITS-AN-NNN-TAG_007105B9-LU";"007105B9";345
"3103";"ADULT";182519;"NIVELLE";"BARRAGE_OLHA";17850;"1998-12-14T08:00:00Z";1998;12;347;"F";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-B037-LU";NA;348
"3104";"ADULT";180055;"NIVELLE";"BARRAGE_OLHA";17850;"1998-12-15T08:00:00Z";1998;12;348;"F";NA;NA;"1.1+";NA;NA;"LU";"COLO-AT-BLE-A028-LU,PITS-AN-NNN-TAG_0123140A-LU";"0123140A";349
"3105";"ADULT";181108;"NIVELLE";"BARRAGE_OLHA";17850;"1998-12-19T08:00:00Z";1998;12;352;"M";NA;NA;"1.1+";NA;NA;"LU";"COLO-AT-BLE-A148-LU,PITS-AN-NNN-TAG_006FDE2D-LU";"006FDE2D";353
"3106";"ADULT";182580;"NIVELLE";"BARRAGE_UXONDOA";12550;"1998-12-28T08:00:00Z";1998;12;361;"M";520;960;"1.1+";"STPE-9801-98146";NA;NA;"COLO-AT-BLE-B048-PO";NA;362
"3107";"ADULT";179698;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-03-14T08:00:00Z";1999;3;72;"F";754;4730;"2.2";"STPE-9901-99001";NA;NA;"COLO-AT-BLE-A012-PO";NA;73
"3108";"ADULT";179727;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-03-23T08:00:00Z";1999;3;81;"F";754;4655;"1.2";"STPE-9901-99002";NA;NA;"COLO-AT-BLE-A013-PO";NA;82
"3109";"ADULT";179758;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-04-04T07:00:00Z";1999;4;93;"F";730;3815;"2.2";"STPE-9901-99003";NA;NA;"COLO-AT-BLE-A014-PO";NA;94
"3110";"ADULT";179790;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-04-05T07:00:00Z";1999;4;94;"F";744;4370;"1.2";"STPE-9901-99004";NA;NA;"COLO-AT-BLE-A015-PO";NA;95
"3111";"ADULT";179822;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-04-08T07:00:00Z";1999;4;97;"F";584;2245;"2.1";"STPE-9901-99005";NA;NA;"COLO-AT-BLE-A016-PO";NA;98
"3112";"ADULT";179883;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-04-15T07:00:00Z";1999;4;104;"F";755;4960;"1.2";"STPE-9901-99007";NA;NA;"COLO-AT-BLE-A018-PO";NA;105
"3113";"ADULT";179853;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-04-15T07:00:00Z";1999;4;104;"F";755;5350;"1.2";"STPE-9901-99006";NA;NA;"COLO-AT-BLE-A017-PO";NA;105
"3114";"ADULT";179865;"NIVELLE";"BARRAGE_OLHA";17850;"1999-04-20T07:00:00Z";1999;4;109;"F";NA;NA;"1.2";NA;NA;NA;"COLO-AT-BLE-A018-LU";NA;110
"3115";"ADULT";159148;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-04-21T06:09:21Z";1999;4;110;"F";802;5905;"1.2";"STPE-9901-99009";NA;NA;"COLO-AT-BLE-A023-PO";NA;111
"3116";"ADULT";159147;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-04-21T06:09:21Z";1999;4;110;"F";853;7225;"1.2";"STPE-9901-99008";NA;NA;"COLO-AT-BLE-A019-PO";NA;111
"3117";"ADULT";179994;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-05-03T07:00:00Z";1999;5;122;"F";774;5085;"1.2";"STPE-9901-99011";NA;NA;"COLO-AT-BLE-A025-PO";NA;123
"3118";"ADULT";180021;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-05-06T07:00:00Z";1999;5;125;"M";858;7385;"1.2";"STPE-9901-99012";NA;NA;"COLO-AT-BLE-A026-PO";NA;126
"3119";"ADULT";183481;"NIVELLE";"BARRAGE_OLHA";17850;"1999-05-09T07:00:00Z";1999;5;128;"M";800;NA;".2";"STPE-9901-99139";NA;NA;"";NA;129
"3120";"ADULT";183482;"NIVELLE";"BARRAGE_OLHA";17850;"1999-05-11T07:00:00Z";1999;5;130;"F";770;NA;".3";"STPE-9901-99140";NA;NA;"";NA;131
"3121";"ADULT";180048;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-05-15T07:00:00Z";1999;5;134;"F";778;5105;"1.2";"STPE-9901-99013";NA;NA;"COLO-AT-BLE-A027-PO";NA;135
"3122";"ADULT";180107;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-05-29T07:00:00Z";1999;5;148;"F";789;5115;"1.2";"STPE-9901-99015";NA;NA;"COLO-AT-BLE-A029-PO";NA;149
"3123";"ADULT";180078;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-05-29T07:00:00Z";1999;5;148;"F";805;5065;"1.2";"STPE-9901-99014";NA;NA;"COLO-AT-BLE-A028-PO";NA;149
"3124";"ADULT";183483;"NIVELLE";"BARRAGE_OLHA";17850;"1999-06-03T07:00:00Z";1999;6;153;"F";630;NA;".1";"STPE-9901-99141";NA;NA;"";NA;154
"3125";"ADULT";159158;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-08T06:09:21Z";1999;6;158;"F";615;2135;"2.1";"STPE-9901-99016";NA;NA;"COLO-AT-BLE-A034-PO";NA;159
"3126";"ADULT";159160;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-15T06:09:21Z";1999;6;165;"M";610;2175;"1.1+";"STPE-9901-99018";NA;NA;"COLO-AT-BLE-A036-PO";NA;166
"3127";"ADULT";159159;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-15T06:09:21Z";1999;6;165;"M";624;2375;"1.1+";"STPE-9901-99017";NA;NA;"COLO-AT-BLE-A035-PO";NA;166
"3128";"ADULT";159161;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-16T06:09:21Z";1999;6;166;"M";622;2680;"1.1+";"STPE-9901-99019";NA;NA;"COLO-AT-BLE-A037-PO";NA;167
"3129";"ADULT";159167;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-22T06:09:21Z";1999;6;172;"F";596;2100;"1.1+";"STPE-9901-99024";NA;NA;"COLO-AT-BLE-A047-PO";NA;173
"3130";"ADULT";159166;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-22T06:09:21Z";1999;6;172;"M";612;2225;"1.1+";"STPE-9901-99023";NA;NA;"COLO-AT-BLE-A046-PO";NA;173
"3131";"ADULT";159165;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-22T06:09:21Z";1999;6;172;"F";612;2415;"1.1+";"STPE-9901-99022";NA;NA;"COLO-AT-BLE-A045-PO";NA;173
"3132";"ADULT";159164;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-22T06:09:21Z";1999;6;172;"M";564;1660;"1.1+";"STPE-9901-99021";NA;NA;"COLO-AT-BLE-A039-PO";NA;173
"3133";"ADULT";159163;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-22T06:09:21Z";1999;6;172;"M";596;2340;"1.1+";"STPE-9901-99020";NA;NA;"COLO-AT-BLE-A038-PO";NA;173
"3134";"ADULT";183484;"NIVELLE";"BARRAGE_OLHA";17850;"1999-06-22T07:00:00Z";1999;6;172;"F";550;NA;".1";"STPE-9901-99142";NA;NA;"";NA;173
"3135";"ADULT";159168;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-24T06:09:21Z";1999;6;174;"M";568;1945;"1.1+";"STPE-9901-99025";NA;NA;"COLO-AT-BLE-A048-PO";NA;175
"3136";"ADULT";159173;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-26T06:09:21Z";1999;6;176;"F";660;3170;"1.1+";"STPE-9901-99029";NA;NA;"COLO-AT-BLE-A058-PO";NA;177
"3137";"ADULT";159172;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-26T06:09:21Z";1999;6;176;"M";574;2045;"2.1";"STPE-9901-99028";NA;NA;"COLO-AT-BLE-A057-PO";NA;177
"3138";"ADULT";159171;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-26T06:09:21Z";1999;6;176;"M";562;1705;"1.1+";"STPE-9901-99027";NA;NA;"COLO-AT-BLE-A056-PO";NA;177
"3139";"ADULT";159170;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-26T06:09:21Z";1999;6;176;"F";613;2620;"1.1+";"STPE-9901-99026";NA;NA;"COLO-AT-BLE-A049-PO";NA;177
"3140";"ADULT";179804;"NIVELLE";"BARRAGE_OLHA";17850;"1999-06-26T07:00:00Z";1999;6;176;"F";NA;NA;"2.1";NA;NA;NA;"COLO-AT-BLE-A016-LU";NA;177
"3141";"ADULT";159174;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-27T06:09:21Z";1999;6;177;"M";625;2365;"1.1+";"STPE-9901-99030";NA;NA;"COLO-AT-BLE-A059-PO";NA;178
"3142";"ADULT";159175;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-06-28T06:09:21Z";1999;6;178;"F";610;2450;"1.1+";"STPE-9901-99031";NA;NA;"COLO-AT-BLE-A067-PO";NA;179
"3143";"ADULT";159177;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-01T06:09:21Z";1999;7;181;"M";642;2950;"1.1+";"STPE-9901-99032";NA;NA;"COLO-AT-BLE-A068-PO";NA;182
"3144";"ADULT";159178;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-02T06:09:21Z";1999;7;182;"M";616;2400;"1.1+";"STPE-9901-99033";NA;NA;"COLO-AT-BLE-A069-PO";NA;183
"3145";"ADULT";180699;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-06T07:00:00Z";1999;7;186;"F";617;2670;"1.1+";"STPE-9901-99036";NA;NA;"COLO-AT-BLE-A089-PO";NA;187
"3146";"ADULT";180673;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-06T07:00:00Z";1999;7;186;"M";716;3780;"1.1+";"STPE-9901-99035";NA;NA;"COLO-AT-BLE-A079-PO";NA;187
"3147";"ADULT";180807;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-07T07:00:00Z";1999;7;187;"F";634;2605;"2.1";"STPE-9901-99040";NA;NA;"COLO-AT-BLE-A126-PO";NA;188
"3148";"ADULT";180786;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-07T07:00:00Z";1999;7;187;"M";567;2055;"1.1+";"STPE-9901-99039";NA;NA;"COLO-AT-BLE-A125-PO";NA;188
"3149";"ADULT";180760;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-07T07:00:00Z";1999;7;187;"F";734;4130;"1.22";"STPE-9901-99038";NA;NA;"COLO-AT-BLE-A124-PO";NA;188
"3150";"ADULT";180733;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-07T07:00:00Z";1999;7;187;"F";661;2890;"1.1+";"STPE-9901-99037";NA;NA;"COLO-AT-BLE-A123-PO";NA;188
"3151";"ADULT";183485;"NIVELLE";"BARRAGE_OLHA";17850;"1999-07-07T07:00:00Z";1999;7;187;"F";500;NA;".1";"STPE-9901-99143";NA;NA;"";NA;188
"3152";"ADULT";180833;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-08T07:00:00Z";1999;7;188;"M";589;2165;"1.1+";"STPE-9901-99041";NA;NA;"COLO-AT-BLE-A127-PO";NA;189
"3153";"ADULT";180656;"NIVELLE";"BARRAGE_OLHA";17850;"1999-07-14T07:00:00Z";1999;7;194;"M";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A079-LU";NA;195
"3154";"ADULT";180855;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-14T07:00:00Z";1999;7;194;"M";628;2720;"1.1+";"STPE-9901-99042";NA;NA;"COLO-AT-BLE-A128-PO";NA;195
"3155";"ADULT";180904;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-15T07:00:00Z";1999;7;195;"M";627;2520;"1.1+";"STPE-9901-99044";NA;NA;"COLO-AT-BLE-A134-PO";NA;196
"3156";"ADULT";180876;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-15T07:00:00Z";1999;7;195;"F";643;3010;"1.1+";"STPE-9901-99043";NA;NA;"COLO-AT-BLE-A129-PO";NA;196
"3157";"ADULT";159191;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-16T06:09:21Z";1999;7;196;"F";560;1750;"1.1+";"STPE-9901-99045";NA;NA;"COLO-AT-BLE-A135-PO";NA;197
"3158";"ADULT";159193;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-29T06:09:21Z";1999;7;209;"M";610;2120;"2.1";"STPE-9901-99047";NA;NA;"COLO-AT-BLE-A137-PO,ABLA-IT-NNN-NNN-LU";NA;210
"3159";"ADULT";159192;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-29T06:09:21Z";1999;7;209;"F";619;2635;"2.1";"STPE-9901-99046";NA;NA;"COLO-AT-BLE-A136-PO";NA;210
"3160";"ADULT";181105;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-30T07:00:00Z";1999;7;210;"F";555;1610;"1.1+";"STPE-9901-99052";NA;NA;"COLO-AT-BLE-A147-PO";NA;211
"3161";"ADULT";181078;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-30T07:00:00Z";1999;7;210;"F";675;2955;"1.1+";"STPE-9901-99051";NA;NA;"COLO-AT-BLE-A146-PO";NA;211
"3162";"ADULT";181057;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-30T07:00:00Z";1999;7;210;"F";647;2695;"1.1+";"STPE-9901-99050";NA;NA;"COLO-AT-BLE-A145-PO";NA;211
"3163";"ADULT";181033;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-30T07:00:00Z";1999;7;210;"F";601;2100;"1.1+";"STPE-9901-99049";NA;NA;"COLO-AT-BLE-A139-PO";NA;211
"3164";"ADULT";181004;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-07-30T07:00:00Z";1999;7;210;"F";673;3225;"1.1+";"STPE-9901-99048";NA;NA;"COLO-AT-BLE-A138-PO";NA;211
"3165";"ADULT";181150;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-02T07:00:00Z";1999;8;213;"M";637;2645;"1.1+";"STPE-9901-99054";NA;NA;"COLO-AT-BLE-A149-PO";NA;214
"3166";"ADULT";181132;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-02T07:00:00Z";1999;8;213;"M";598;2010;"1.1+";"STPE-9901-99053";NA;NA;"COLO-AT-BLE-A148-PO";NA;214
"3167";"ADULT";181188;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-03T07:00:00Z";1999;8;214;"M";673;2965;"2.1";"STPE-9901-99056";NA;NA;"COLO-AT-BLE-A157-PO";NA;215
"3168";"ADULT";181169;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-03T07:00:00Z";1999;8;214;"M";628;2400;"1.1+";"STPE-9901-99055";NA;NA;"COLO-AT-BLE-A156-PO";NA;215
"3169";"ADULT";181213;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-05T07:00:00Z";1999;8;216;"M";657;2790;"1.1+";"STPE-9901-99057";NA;NA;"COLO-AT-BLE-A158-PO";NA;217
"3170";"ADULT";183486;"NIVELLE";"BARRAGE_OLHA";17850;"1999-08-07T07:00:00Z";1999;8;218;"M";630;NA;".1";"STPE-9901-99144";NA;NA;"";NA;219
"3171";"ADULT";181199;"NIVELLE";"BARRAGE_OLHA";17850;"1999-08-07T07:00:00Z";1999;8;218;"M";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A158-LU";NA;219
"3172";"ADULT";181177;"NIVELLE";"BARRAGE_OLHA";17850;"1999-08-07T07:00:00Z";1999;8;218;"M";NA;NA;"2.1";NA;NA;NA;"COLO-AT-BLE-A157-LU";NA;219
"3173";"ADULT";181315;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-07T07:00:00Z";1999;8;218;"M";614;2310;"1.1+";"STPE-9901-99061";NA;NA;"COLO-AT-BLE-A169-PO";NA;219
"3174";"ADULT";181292;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-07T07:00:00Z";1999;8;218;"F";634;2620;"1.1+";"STPE-9901-99060";NA;NA;"COLO-AT-BLE-A168-PO";NA;219
"3175";"ADULT";181264;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-07T07:00:00Z";1999;8;218;"M";633;2345;"1.1+";"STPE-9901-99059";NA;NA;"COLO-AT-BLE-A167-PO";NA;219
"3176";"ADULT";181238;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-07T07:00:00Z";1999;8;218;"M";674;2995;"1.1+";"STPE-9901-99058";NA;NA;"COLO-AT-BLE-A159-PO";NA;219
"3177";"ADULT";181334;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-08-08T07:00:00Z";1999;8;219;"F";637;2620;"1.1+";"STPE-9901-99062";NA;NA;"COLO-AT-BLE-A178-PO";NA;220
"3178";"ADULT";181357;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-09-15T07:00:00Z";1999;9;257;"M";733;3800;"2.1";"STPE-9901-99063";NA;NA;"COLO-AT-BLE-A179-PO";NA;258
"3179";"ADULT";181377;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-09-16T07:00:00Z";1999;9;258;"M";645;2275;"1.1+";"STPE-9901-99064";NA;NA;"COLO-AT-BLE-A189-PO";NA;259
"3180";"ADULT";181417;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-10-03T07:00:00Z";1999;10;275;"F";624;2245;"1.1+";"STPE-9901-99066";NA;NA;"COLO-AT-BLE-A235-PO";NA;276
"3181";"ADULT";181402;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-10-03T07:00:00Z";1999;10;275;"M";757;4020;"1.1+";"STPE-9901-99065";NA;NA;"COLO-AT-BLE-A234-PO,ABLA-IT-NNN-NNN-LU";NA;276
"3182";"ADULT";181439;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-10-05T07:00:00Z";1999;10;277;"F";622;2300;"1.1+";"STPE-9901-99067";NA;NA;"COLO-AT-BLE-A236-PO";NA;278
"3183";"ADULT";181461;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-10-19T07:00:00Z";1999;10;291;"M";680;2440;"1.1+";"STPE-9901-99068";NA;NA;"COLO-AT-BLE-A237-PO";NA;292
"3184";"ADULT";181483;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-10-31T08:00:00Z";1999;10;303;"M";675;2745;"2.1";"STPE-9901-99069";NA;NA;"COLO-AT-BLE-A238-PO";NA;304
"3185";"ADULT";181540;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-02T08:00:00Z";1999;11;305;"M";620;2295;"1.1+";"STPE-9901-99072";NA;NA;"COLO-AT-BLE-A246-PO";NA;306
"3186";"ADULT";181523;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-02T08:00:00Z";1999;11;305;"M";610;1985;"1.1+";"STPE-9901-99071";NA;NA;"COLO-AT-BLE-A245-PO";NA;306
"3187";"ADULT";179918;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-02T08:00:00Z";1999;11;305;"M";690;2820;"1.1+";"STPE-9901-99070";NA;NA;"COLO-AT-BLE-A0239-PO";NA;306
"3188";"ADULT";180123;"NIVELLE";"BARRAGE_OLHA";17850;"1999-11-03T08:00:00Z";1999;11;306;"F";NA;NA;"2.1";NA;NA;NA;"COLO-AT-BLE-A034-LU";NA;307
"3189";"ADULT";180518;"NIVELLE";"BARRAGE_OLHA";17850;"1999-11-03T08:00:00Z";1999;11;306;"M";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A059-LU";NA;307
"3190";"ADULT";180775;"NIVELLE";"BARRAGE_OLHA";17850;"1999-11-03T08:00:00Z";1999;11;306;"M";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A125-LU";NA;307
"3191";"ADULT";181223;"NIVELLE";"BARRAGE_OLHA";17850;"1999-11-03T08:00:00Z";1999;11;306;"M";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A159-LU";NA;307
"3192";"ADULT";181120;"NIVELLE";"BARRAGE_OLHA";17850;"1999-11-03T08:00:00Z";1999;11;306;"M";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A148-LU";NA;307
"3193";"ADULT";181447;"NIVELLE";"BARRAGE_OLHA";17850;"1999-11-03T08:00:00Z";1999;11;306;"M";NA;NA;"1.1+";NA;NA;NA;"COLO-AT-BLE-A237-LU";NA;307
"3194";"ADULT";181995;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";650;2740;"1.1+";"STPE-9901-99097";NA;NA;"COLO-AT-BLE-A378-PO";NA;307
"3195";"ADULT";181981;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";643;2635;"1.1+";"STPE-9901-99096";NA;NA;"COLO-AT-BLE-A369-PO";NA;307
"3196";"ADULT";181970;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";674;2910;"1.1+";"STPE-9901-99095";NA;NA;"COLO-AT-BLE-A368-PO";NA;307
"3197";"ADULT";181952;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";657;2815;"2.1";"STPE-9901-99094";NA;NA;"COLO-AT-BLE-A367-PO";NA;307
"3198";"ADULT";181943;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";660;2360;"1.1+";"STPE-9901-99093";NA;NA;"COLO-AT-BLE-A359-PO";NA;307
"3199";"ADULT";181932;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";624;2470;"1.1+";"STPE-9901-99092";NA;NA;"COLO-AT-BLE-A358-PO";NA;307
"3200";"ADULT";181915;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";620;2050;"2.1";"STPE-9901-99091";NA;NA;"COLO-AT-BLE-A357-PO";NA;307
"3201";"ADULT";181899;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";630;2025;"2.1";"STPE-9901-99090";NA;NA;"COLO-AT-BLE-A356-PO";NA;307
"3202";"ADULT";181885;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";758;4225;"2.2";"STPE-9901-99089";NA;NA;"COLO-AT-BLE-A349-PO";NA;307
"3203";"ADULT";181870;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";656;2320;"2.1";"STPE-9901-99088";NA;NA;"COLO-AT-BLE-A348-PO";NA;307
"3204";"ADULT";181854;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";716;3095;"2.1";"STPE-9901-99087";NA;NA;"COLO-AT-BLE-A347-PO";NA;307
"3205";"ADULT";181839;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";740;3545;"1.2";"STPE-9901-99086";NA;NA;"COLO-AT-BLE-A346-PO";NA;307
"3206";"ADULT";181820;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";633;2500;"1.1+";"STPE-9901-99085";NA;NA;"COLO-AT-BLE-A345-PO";NA;307
"3207";"ADULT";181791;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";593;1820;"1.1+";"STPE-9901-99084";NA;NA;"COLO-AT-BLE-A289-PO";NA;307
"3208";"ADULT";181770;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";646;2620;"1.1+";"STPE-9901-99083";NA;NA;"COLO-AT-BLE-A279-PO";NA;307
"3209";"ADULT";181749;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";728;3120;"2.2+2";"STPE-9901-99082";NA;NA;"COLO-AT-BLE-A278-PO";NA;307
"3210";"ADULT";181708;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";626;2180;"1.1+";"STPE-9901-99081";NA;NA;"COLO-AT-BLE-A268-PO";NA;307
"3211";"ADULT";181690;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";625;2415;"1.1+";"STPE-9901-99080";NA;NA;"COLO-AT-BLE-A267-PO";NA;307
"3212";"ADULT";181674;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";705;2900;"1.1+";"STPE-9901-99079";NA;NA;"COLO-AT-BLE-A259-PO";NA;307
"3213";"ADULT";181656;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";642;2215;"1.1+";"STPE-9901-99078";NA;NA;"COLO-AT-BLE-A258-PO";NA;307
"3214";"ADULT";181622;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";556;1440;"1.1+";"STPE-9901-99077";NA;NA;"COLO-AT-BLE-A257.-PO";NA;307
"3215";"ADULT";181617;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";783;4480;"1.2";"STPE-9901-99076";NA;NA;"COLO-AT-BLE-A256-PO";NA;307
"3216";"ADULT";181593;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"F";686;3270;"1.1+";"STPE-9901-99075";NA;NA;"COLO-AT-BLE-A249-PO";NA;307
"3217";"ADULT";181577;"NIVELLE";"BARRAGE_UXONDOA";12550;"1999-11-03T08:00:00Z";1999;11;306;"M";679;2780;"2.1";"STPE-9901-99074";NA;NA;"COLO-AT-BLE-A248-PO";NA;307
